,file_name,cls_name,path
0,image_0019.jpg,cougar_body,Dataset/train/cougar_body/image_0019.jpg
1,image_0001.jpg,cougar_body,Dataset/train/cougar_body/image_0001.jpg
2,image_0002.jpg,cougar_body,Dataset/train/cougar_body/image_0002.jpg
3,image_0003.jpg,cougar_body,Dataset/train/cougar_body/image_0003.jpg
4,image_0004.jpg,cougar_body,Dataset/train/cougar_body/image_0004.jpg
5,image_0005.jpg,cougar_body,Dataset/train/cougar_body/image_0005.jpg
6,image_0006.jpg,cougar_body,Dataset/train/cougar_body/image_0006.jpg
7,image_0007.jpg,cougar_body,Dataset/train/cougar_body/image_0007.jpg
8,image_0008.jpg,cougar_body,Dataset/train/cougar_body/image_0008.jpg
9,image_0009.jpg,cougar_body,Dataset/train/cougar_body/image_0009.jpg
10,image_0010.jpg,cougar_body,Dataset/train/cougar_body/image_0010.jpg
11,image_0011.jpg,cougar_body,Dataset/train/cougar_body/image_0011.jpg
12,image_0012.jpg,cougar_body,Dataset/train/cougar_body/image_0012.jpg
13,image_0013.jpg,cougar_body,Dataset/train/cougar_body/image_0013.jpg
14,image_0015.jpg,cougar_body,Dataset/train/cougar_body/image_0015.jpg
15,image_0016.jpg,cougar_body,Dataset/train/cougar_body/image_0016.jpg
16,image_0017.jpg,cougar_body,Dataset/train/cougar_body/image_0017.jpg
17,image_0018.jpg,cougar_body,Dataset/train/cougar_body/image_0018.jpg
18,image_0021.jpg,cougar_body,Dataset/train/cougar_body/image_0021.jpg
19,image_0022.jpg,cougar_body,Dataset/train/cougar_body/image_0022.jpg
20,image_0023.jpg,cougar_body,Dataset/train/cougar_body/image_0023.jpg
21,image_0024.jpg,cougar_body,Dataset/train/cougar_body/image_0024.jpg
22,image_0025.jpg,cougar_body,Dataset/train/cougar_body/image_0025.jpg
23,image_0027.jpg,cougar_body,Dataset/train/cougar_body/image_0027.jpg
24,image_0028.jpg,cougar_body,Dataset/train/cougar_body/image_0028.jpg
25,image_0029.jpg,cougar_body,Dataset/train/cougar_body/image_0029.jpg
26,image_0030.jpg,cougar_body,Dataset/train/cougar_body/image_0030.jpg
27,image_0031.jpg,cougar_body,Dataset/train/cougar_body/image_0031.jpg
28,image_0032.jpg,cougar_body,Dataset/train/cougar_body/image_0032.jpg
29,image_0033.jpg,cougar_body,Dataset/train/cougar_body/image_0033.jpg
30,image_0035.jpg,cougar_body,Dataset/train/cougar_body/image_0035.jpg
31,image_0036.jpg,cougar_body,Dataset/train/cougar_body/image_0036.jpg
32,image_0037.jpg,cougar_body,Dataset/train/cougar_body/image_0037.jpg
33,image_0038.jpg,cougar_body,Dataset/train/cougar_body/image_0038.jpg
34,image_0039.jpg,cougar_body,Dataset/train/cougar_body/image_0039.jpg
35,image_0040.jpg,cougar_body,Dataset/train/cougar_body/image_0040.jpg
36,image_0041.jpg,cougar_body,Dataset/train/cougar_body/image_0041.jpg
37,image_0042.jpg,cougar_body,Dataset/train/cougar_body/image_0042.jpg
38,image_0044.jpg,cougar_body,Dataset/train/cougar_body/image_0044.jpg
39,image_0045.jpg,cougar_body,Dataset/train/cougar_body/image_0045.jpg
40,image_0046.jpg,cougar_body,Dataset/train/cougar_body/image_0046.jpg
41,image_0047.jpg,cougar_body,Dataset/train/cougar_body/image_0047.jpg
42,image_0019.jpg,flamingo_head,Dataset/train/flamingo_head/image_0019.jpg
43,image_0001.jpg,flamingo_head,Dataset/train/flamingo_head/image_0001.jpg
44,image_0002.jpg,flamingo_head,Dataset/train/flamingo_head/image_0002.jpg
45,image_0003.jpg,flamingo_head,Dataset/train/flamingo_head/image_0003.jpg
46,image_0004.jpg,flamingo_head,Dataset/train/flamingo_head/image_0004.jpg
47,image_0005.jpg,flamingo_head,Dataset/train/flamingo_head/image_0005.jpg
48,image_0006.jpg,flamingo_head,Dataset/train/flamingo_head/image_0006.jpg
49,image_0008.jpg,flamingo_head,Dataset/train/flamingo_head/image_0008.jpg
50,image_0009.jpg,flamingo_head,Dataset/train/flamingo_head/image_0009.jpg
51,image_0010.jpg,flamingo_head,Dataset/train/flamingo_head/image_0010.jpg
52,image_0011.jpg,flamingo_head,Dataset/train/flamingo_head/image_0011.jpg
53,image_0012.jpg,flamingo_head,Dataset/train/flamingo_head/image_0012.jpg
54,image_0013.jpg,flamingo_head,Dataset/train/flamingo_head/image_0013.jpg
55,image_0014.jpg,flamingo_head,Dataset/train/flamingo_head/image_0014.jpg
56,image_0015.jpg,flamingo_head,Dataset/train/flamingo_head/image_0015.jpg
57,image_0016.jpg,flamingo_head,Dataset/train/flamingo_head/image_0016.jpg
58,image_0017.jpg,flamingo_head,Dataset/train/flamingo_head/image_0017.jpg
59,image_0018.jpg,flamingo_head,Dataset/train/flamingo_head/image_0018.jpg
60,image_0020.jpg,flamingo_head,Dataset/train/flamingo_head/image_0020.jpg
61,image_0021.jpg,flamingo_head,Dataset/train/flamingo_head/image_0021.jpg
62,image_0023.jpg,flamingo_head,Dataset/train/flamingo_head/image_0023.jpg
63,image_0024.jpg,flamingo_head,Dataset/train/flamingo_head/image_0024.jpg
64,image_0025.jpg,flamingo_head,Dataset/train/flamingo_head/image_0025.jpg
65,image_0026.jpg,flamingo_head,Dataset/train/flamingo_head/image_0026.jpg
66,image_0027.jpg,flamingo_head,Dataset/train/flamingo_head/image_0027.jpg
67,image_0028.jpg,flamingo_head,Dataset/train/flamingo_head/image_0028.jpg
68,image_0031.jpg,flamingo_head,Dataset/train/flamingo_head/image_0031.jpg
69,image_0032.jpg,flamingo_head,Dataset/train/flamingo_head/image_0032.jpg
70,image_0033.jpg,flamingo_head,Dataset/train/flamingo_head/image_0033.jpg
71,image_0034.jpg,flamingo_head,Dataset/train/flamingo_head/image_0034.jpg
72,image_0036.jpg,flamingo_head,Dataset/train/flamingo_head/image_0036.jpg
73,image_0037.jpg,flamingo_head,Dataset/train/flamingo_head/image_0037.jpg
74,image_0038.jpg,flamingo_head,Dataset/train/flamingo_head/image_0038.jpg
75,image_0039.jpg,flamingo_head,Dataset/train/flamingo_head/image_0039.jpg
76,image_0040.jpg,flamingo_head,Dataset/train/flamingo_head/image_0040.jpg
77,image_0041.jpg,flamingo_head,Dataset/train/flamingo_head/image_0041.jpg
78,image_0042.jpg,flamingo_head,Dataset/train/flamingo_head/image_0042.jpg
79,image_0043.jpg,flamingo_head,Dataset/train/flamingo_head/image_0043.jpg
80,image_0044.jpg,flamingo_head,Dataset/train/flamingo_head/image_0044.jpg
81,image_0045.jpg,flamingo_head,Dataset/train/flamingo_head/image_0045.jpg
82,image_0021.jpg,mayfly,Dataset/train/mayfly/image_0021.jpg
83,image_0001.jpg,mayfly,Dataset/train/mayfly/image_0001.jpg
84,image_0002.jpg,mayfly,Dataset/train/mayfly/image_0002.jpg
85,image_0003.jpg,mayfly,Dataset/train/mayfly/image_0003.jpg
86,image_0004.jpg,mayfly,Dataset/train/mayfly/image_0004.jpg
87,image_0005.jpg,mayfly,Dataset/train/mayfly/image_0005.jpg
88,image_0006.jpg,mayfly,Dataset/train/mayfly/image_0006.jpg
89,image_0008.jpg,mayfly,Dataset/train/mayfly/image_0008.jpg
90,image_0009.jpg,mayfly,Dataset/train/mayfly/image_0009.jpg
91,image_0011.jpg,mayfly,Dataset/train/mayfly/image_0011.jpg
92,image_0012.jpg,mayfly,Dataset/train/mayfly/image_0012.jpg
93,image_0013.jpg,mayfly,Dataset/train/mayfly/image_0013.jpg
94,image_0015.jpg,mayfly,Dataset/train/mayfly/image_0015.jpg
95,image_0016.jpg,mayfly,Dataset/train/mayfly/image_0016.jpg
96,image_0017.jpg,mayfly,Dataset/train/mayfly/image_0017.jpg
97,image_0018.jpg,mayfly,Dataset/train/mayfly/image_0018.jpg
98,image_0019.jpg,mayfly,Dataset/train/mayfly/image_0019.jpg
99,image_0020.jpg,mayfly,Dataset/train/mayfly/image_0020.jpg
100,image_0022.jpg,mayfly,Dataset/train/mayfly/image_0022.jpg
101,image_0023.jpg,mayfly,Dataset/train/mayfly/image_0023.jpg
102,image_0024.jpg,mayfly,Dataset/train/mayfly/image_0024.jpg
103,image_0025.jpg,mayfly,Dataset/train/mayfly/image_0025.jpg
104,image_0026.jpg,mayfly,Dataset/train/mayfly/image_0026.jpg
105,image_0027.jpg,mayfly,Dataset/train/mayfly/image_0027.jpg
106,image_0028.jpg,mayfly,Dataset/train/mayfly/image_0028.jpg
107,image_0029.jpg,mayfly,Dataset/train/mayfly/image_0029.jpg
108,image_0030.jpg,mayfly,Dataset/train/mayfly/image_0030.jpg
109,image_0031.jpg,mayfly,Dataset/train/mayfly/image_0031.jpg
110,image_0032.jpg,mayfly,Dataset/train/mayfly/image_0032.jpg
111,image_0033.jpg,mayfly,Dataset/train/mayfly/image_0033.jpg
112,image_0035.jpg,mayfly,Dataset/train/mayfly/image_0035.jpg
113,image_0036.jpg,mayfly,Dataset/train/mayfly/image_0036.jpg
114,image_0037.jpg,mayfly,Dataset/train/mayfly/image_0037.jpg
115,image_0038.jpg,mayfly,Dataset/train/mayfly/image_0038.jpg
116,image_0039.jpg,mayfly,Dataset/train/mayfly/image_0039.jpg
117,image_0040.jpg,mayfly,Dataset/train/mayfly/image_0040.jpg
118,image_0019.jpg,accordion,Dataset/train/accordion/image_0019.jpg
119,image_0001.jpg,accordion,Dataset/train/accordion/image_0001.jpg
120,image_0002.jpg,accordion,Dataset/train/accordion/image_0002.jpg
121,image_0003.jpg,accordion,Dataset/train/accordion/image_0003.jpg
122,image_0004.jpg,accordion,Dataset/train/accordion/image_0004.jpg
123,image_0006.jpg,accordion,Dataset/train/accordion/image_0006.jpg
124,image_0007.jpg,accordion,Dataset/train/accordion/image_0007.jpg
125,image_0008.jpg,accordion,Dataset/train/accordion/image_0008.jpg
126,image_0009.jpg,accordion,Dataset/train/accordion/image_0009.jpg
127,image_0010.jpg,accordion,Dataset/train/accordion/image_0010.jpg
128,image_0011.jpg,accordion,Dataset/train/accordion/image_0011.jpg
129,image_0012.jpg,accordion,Dataset/train/accordion/image_0012.jpg
130,image_0013.jpg,accordion,Dataset/train/accordion/image_0013.jpg
131,image_0014.jpg,accordion,Dataset/train/accordion/image_0014.jpg
132,image_0015.jpg,accordion,Dataset/train/accordion/image_0015.jpg
133,image_0016.jpg,accordion,Dataset/train/accordion/image_0016.jpg
134,image_0017.jpg,accordion,Dataset/train/accordion/image_0017.jpg
135,image_0018.jpg,accordion,Dataset/train/accordion/image_0018.jpg
136,image_0020.jpg,accordion,Dataset/train/accordion/image_0020.jpg
137,image_0021.jpg,accordion,Dataset/train/accordion/image_0021.jpg
138,image_0022.jpg,accordion,Dataset/train/accordion/image_0022.jpg
139,image_0023.jpg,accordion,Dataset/train/accordion/image_0023.jpg
140,image_0024.jpg,accordion,Dataset/train/accordion/image_0024.jpg
141,image_0025.jpg,accordion,Dataset/train/accordion/image_0025.jpg
142,image_0026.jpg,accordion,Dataset/train/accordion/image_0026.jpg
143,image_0027.jpg,accordion,Dataset/train/accordion/image_0027.jpg
144,image_0028.jpg,accordion,Dataset/train/accordion/image_0028.jpg
145,image_0029.jpg,accordion,Dataset/train/accordion/image_0029.jpg
146,image_0030.jpg,accordion,Dataset/train/accordion/image_0030.jpg
147,image_0032.jpg,accordion,Dataset/train/accordion/image_0032.jpg
148,image_0033.jpg,accordion,Dataset/train/accordion/image_0033.jpg
149,image_0034.jpg,accordion,Dataset/train/accordion/image_0034.jpg
150,image_0035.jpg,accordion,Dataset/train/accordion/image_0035.jpg
151,image_0036.jpg,accordion,Dataset/train/accordion/image_0036.jpg
152,image_0037.jpg,accordion,Dataset/train/accordion/image_0037.jpg
153,image_0038.jpg,accordion,Dataset/train/accordion/image_0038.jpg
154,image_0039.jpg,accordion,Dataset/train/accordion/image_0039.jpg
155,image_0040.jpg,accordion,Dataset/train/accordion/image_0040.jpg
156,image_0041.jpg,accordion,Dataset/train/accordion/image_0041.jpg
157,image_0043.jpg,accordion,Dataset/train/accordion/image_0043.jpg
158,image_0044.jpg,accordion,Dataset/train/accordion/image_0044.jpg
159,image_0045.jpg,accordion,Dataset/train/accordion/image_0045.jpg
160,image_0047.jpg,accordion,Dataset/train/accordion/image_0047.jpg
